DC.identifier,DC.source,DC.date,DC.title,DC.publisher,filename_html,filename,n_tokens
968631,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.968631.php,03.08.2020,Mitte Museum: Filminstallation „STADTGESICHTER III – Erinnerungen für die Zukunft“,Bezirksamt Mitte,968631.html,968631.txt,1037
968602,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.968602.php,03.08.2020,Bewegungs- und Gedächtnistraining im STZ Kaulsdorf,Bezirksamt Marzahn-Hellersdorf,968602.html,968602.txt,595
968537,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.968537.php,03.08.2020,Die Ritterfalter fliegen los! Weiteres Angebot zur vorschulischen Sprachförderung in Mitte,Bezirksamt Mitte,968537.html,968537.txt,920
968386,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.968386.php,03.08.2020,Ausstellungseröffnung von „And that Song is our Amulet“ am 6. August 2020 in der Galerie Wedding – Raum für zeitgenössische Kunst,Bezirksamt Mitte,968386.html,968386.txt,1314
968330,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.968330.php,03.08.2020,Die Umparkerkampagne von Kiez erFahren: Lass dein Auto einfach mal stehen!,Bezirksamt Tempelhof-Schöneberg,968330.html,968330.txt,1185
968318,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.968318.php,03.08.2020,Neuer Service: Bezirksbürgermeisterin Cerstin Richter-Kotowski bietet Bürgersprechstunde zusätzlich via WhatsApp an!,Bezirksamt Steglitz-Zehlendorf,968318.html,968318.txt,952
968305,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.968305.php,03.08.2020,Weiterentwicklung am Behrens-Ufers in Oberschöneweide,Bezirksamt Treptow-Köpenick,968305.html,968305.txt,1109
968223,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.968223.php,03.08.2020,Kunstprojekt HEAVEN UPSIDE DOWN 7. - 30. August 2020 Moving Poets Novilla,Bezirksamt Treptow-Köpenick,968223.html,968223.txt,956
964528,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.964528.php,03.08.2020,Band „Frankie goes to Liverpool“ am 18.08.2020 im Kommunikationszentrum am Ostpreußendamm - mit Anmeldung!,Bezirksamt Steglitz-Zehlendorf,964528.html,964528.txt,750
966660,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966660.php,03.08.2020,Vortrag im STZ Kaulsdorf: Mit dem Rotelbus durch ganz Neuseeland,Bezirksamt Marzahn-Hellersdorf,966660.html,966660.txt,652
968088,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2020/pressemitteilung.968088.php,31.07.2020,Neue Adresse der zentralen Erstaufnahme- und Clearingstelle für unbegleitete minderjährige Flüchtlinge,"Senatsverwaltung für Bildung, Jugend und Familie",968088.html,968088.txt,562
968033,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2020/pressemitteilung.968033.php,31.07.2020,Corona-Teststrategie: Symptomfreie Beschäftigte aller Berliner Schulen können sich testen lassen,"Senatsverwaltung für Bildung, Jugend und Familie",968033.html,968033.txt,708
967989,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967989.php,31.07.2020,Rundfunk-Sinfonieorchester Berlin gibt Open-Air-Konzert in der Arena,Bezirksamt Marzahn-Hellersdorf,967989.html,967989.txt,826
967811,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967811.php,31.07.2020,Die Volkshochschule Reinickendorf startet in das Herbstsemester 2020: Neue Online-Kurse,Bezirksamt Reinickendorf,967811.html,967811.txt,716
967763,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967763.php,31.07.2020,Fuchsbau – vorletzte Station des Jugendstadtrats auf Sommertour durch Jugendfreizeiteinrichtungen,Bezirksamt Reinickendorf,967763.html,967763.txt,834
967761,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967761.php,31.07.2020,Aufhebung der Einbahnstraßenregelung für die Walter-Felsenstein-Straße,Bezirksamt Marzahn-Hellersdorf,967761.html,967761.txt,582
967712,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967712.php,31.07.2020,Straßensanierung in der Mehrower Allee verlängert sich,Bezirksamt Marzahn-Hellersdorf,967712.html,967712.txt,580
967389,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.967389.php,31.07.2020,#strongertogether - Bezirkliche Europa-Beauftragte für Zusammenarbeit und Solidarität,Bezirksamt Tempelhof-Schöneberg,967389.html,967389.txt,901
967304,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.967304.php,31.07.2020,„Hinterm Deich wird alles gut“ – ein Dokumentarfilm über Gemeinwohl-Ökonomie in Nordfriesland,Bezirksamt Treptow-Köpenick,967304.html,967304.txt,1027
967375,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.967375.php,31.07.2020,Vergabe Projektsteuerung für „Gemeinsam älter werden im Kosmosviertel“,Bezirksamt Treptow-Köpenick,967375.html,967375.txt,962
967311,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.967311.php,30.07.2020,Lesung zum Corbusierhaus im Livestream,Bezirksamt Mitte,967311.html,967311.txt,1095
967242,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.967242.php,30.07.2020,Röhren für die Republik - Neue Fotoausstellung im Industriesalon,Bezirksamt Treptow-Köpenick,967242.html,967242.txt,919
967224,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.967224.php,30.07.2020,#strongertogether - Eine Initiative der bezirklichen EU-Beauftragten,Bezirksamt Treptow-Köpenick,967224.html,967224.txt,861
967188,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.967188.php,30.07.2020,Endlich wieder Volkshochschule - Herbstprogramm ist online!,Bezirksamt Tempelhof-Schöneberg,967188.html,967188.txt,1019
967182,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.967182.php,30.07.2020,BVG erneuert Fahrleitungen in Friedrichshagen,Bezirksamt Treptow-Köpenick,967182.html,967182.txt,828
967175,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.967175.php,30.07.2020,Freiluftkultur auf dem Festplatz Karlshorst,Bezirksamt Lichtenberg,967175.html,967175.txt,863
967173,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.967173.php,30.07.2020,Eröffnung des Kitaanbaus in der Neustrelitzer Straße,Bezirksamt Lichtenberg,967173.html,967173.txt,931
966617,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966617.php,30.07.2020,#strongertogether - Eine Initiative der bezirklichen EU-Beauftragten,Bezirksamt Steglitz-Zehlendorf,966617.html,966617.txt,774
965537,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.965537.php,30.07.2020,Mauergedenken am 13. August 2020,Bezirksamt Treptow-Köpenick,965537.html,965537.txt,1009
967128,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.967128.php,30.07.2020,Bürgerversammlung zur Kiezkasse in Niederschöneweide am 11.08.2020,Bezirksamt Treptow-Köpenick,967128.html,967128.txt,925
967123,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.967123.php,30.07.2020,"Es war die Nachtigall, und nicht die Lerche",Bezirksamt Spandau,967123.html,967123.txt,803
967120,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.967120.php,30.07.2020,Einstellung des Gratulationsdienstes,Bezirksamt Spandau,967120.html,967120.txt,530
967109,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967109.php,30.07.2020,Wohnungen für jeden Geldbeutel in Steglitz-Zehlendorf!,Bezirksamt Steglitz-Zehlendorf,967109.html,967109.txt,836
967084,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967084.php,30.07.2020,"""Plastische Träume"" - Collagen von Doris Hallerbach in der Mittelpunktbibliothek ""Ehm Welk""",Bezirksamt Marzahn-Hellersdorf,967084.html,967084.txt,634
967071,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.967071.php,30.07.2020,Neu organisierte Grillfläche im Volkspark Friedrichshain,Bezirksamt Friedrichshain-Kreuzberg,967071.html,967071.txt,1531
967067,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967067.php,30.07.2020,2. Aufruf für den Aktionsfonds im Rahmen der Partnerschaft für Demokratie Marzahn-Hellersdorf,Bezirksamt Marzahn-Hellersdorf,967067.html,967067.txt,860
967058,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.967058.php,30.07.2020,30 Jahre Wiedervereinigung: Demokratiefest „Schöner leben ohne Nazis“,Bezirksamt Marzahn-Hellersdorf,967058.html,967058.txt,779
964524,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.964524.php,30.07.2020,„Musikalisches Café“ am 12.08.2020 im Club Steglitz - Anmeldungen ab sofort,Bezirksamt Steglitz-Zehlendorf,964524.html,964524.txt,719
965785,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.965785.php,30.07.2020,Kranzniederlegung am 13.08.2020,Bezirksamt Steglitz-Zehlendorf,965785.html,965785.txt,752
966074,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966074.php,30.07.2020,Wiedereröffnung des Heimatmuseums Zehlendorf am 09.08.2020 mit neuer Sonderausstellung,Bezirksamt Steglitz-Zehlendorf,966074.html,966074.txt,952
966774,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966774.php,30.07.2020,Steglitz-Zehlendorf sucht seine BezirksheldInnen - Vorschläge bis zum 25.09.2020,Bezirksamt Steglitz-Zehlendorf,966774.html,966774.txt,987
966678,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966678.php,29.07.2020,Aktion zum Schutz der Wale und Delfine in der Bucht,Bezirksamt Lichtenberg,966678.html,966678.txt,956
966670,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966670.php,29.07.2020,Senioren- und Seniorinnenbegegnungsstätten in Lichtenberg öffnen wieder,Bezirksamt Lichtenberg,966670.html,966670.txt,701
966646,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966646.php,29.07.2020,Presseeinladung: 100 Tage Pilotprojekte im Regenbogenkiez – Eine erste Bilanz,Bezirksamt Tempelhof-Schöneberg,966646.html,966646.txt,889
966655,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966655.php,29.07.2020,Kaffee & Kultur - Konzert mit dem Ensemble „Tango Delüxe“,Bezirksamt Marzahn-Hellersdorf,966655.html,966655.txt,635
966562,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966562.php,29.07.2020,Mobilitätserprobung des Projektes Kiez erFahren,Bezirksamt Tempelhof-Schöneberg,966562.html,966562.txt,954
966576,https://www.berlin.de/sen/web/presse/pressemitteilungen/2020/pressemitteilung.966576.php,29.07.2020,Konzertierte Hilfen für Berliner Startups,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",966576.html,966576.txt,1084
966444,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2020/pressemitteilung.966444.php,29.07.2020,Ferienschwimmkurse werden angeboten: 1500 Schülerinnen und Schüler holen Schwimmabzeichen nach,"Senatsverwaltung für Bildung, Jugend und Familie",966444.html,966444.txt,715
966031,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.966031.php,29.07.2020,Vertragsunterzeichnung für die Verpachtung der Ausflugsgaststätte „Haus Zenner“,Bezirksamt Treptow-Köpenick,966031.html,966031.txt,972
966494,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966494.php,29.07.2020,Einreichungen für die Kinder- und Jugendjury,Bezirksamt Friedrichshain-Kreuzberg,966494.html,966494.txt,1414
966481,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.966481.php,29.07.2020,25 Jahre LesArt - Ausstellung in der Stadtbibliothek,Bezirksamt Mitte,966481.html,966481.txt,1047
966438,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966438.php,29.07.2020,Schließung des Bürgeramtes in Lichtenrade am 7. August 2020,Bezirksamt Tempelhof-Schöneberg,966438.html,966438.txt,744
966449,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966449.php,29.07.2020,STZ: Sonntagskonzert im Schloss Biesdorf „Das BLAU Der Welt“,Bezirksamt Marzahn-Hellersdorf,966449.html,966449.txt,653
966292,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966292.php,28.07.2020,Auf Spurensuche in der Rummelsburger Bucht,Bezirksamt Lichtenberg,966292.html,966292.txt,767
966282,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966282.php,28.07.2020,Gedenkveranstaltung: 75 Jahre Hiroshima und Nagasaki,Bezirksamt Friedrichshain-Kreuzberg,966282.html,966282.txt,1402
966277,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966277.php,28.07.2020,Getauftes Lastenrad „Sabrina“ kann kostenfrei ausgeliehen werden,Bezirksamt Lichtenberg,966277.html,966277.txt,880
966265,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.966265.php,28.07.2020,"Das Treptow-Köpenicker Online-Event für Ausbildungsbetriebe aus Berlin und Brandenburg – digital, virtuell & online am 3.9.2020",Bezirksamt Treptow-Köpenick,966265.html,966265.txt,1075
966246,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.966246.php,28.07.2020,West-Nil-Virus bei Vogel in Treptow-Köpenick amtlich festgestellt,Bezirksamt Treptow-Köpenick,966246.html,966246.txt,893
966234,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966234.php,28.07.2020,Naturerfahrung für Alle im Volkspark Jungfernheide,Bezirksamt Charlottenburg-Wilmersdorf,966234.html,966234.txt,1115
966226,https://www.berlin.de/sen/finanzen/presse/pressemitteilungen/pressemitteilung.966226.php,28.07.2020,Besoldung von Richterinnen und Richtern in Berlin seit 2016 deutlich erhöht,Senatsverwaltung für Finanzen,966226.html,966226.txt,706
966214,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.966214.php,28.07.2020,Abbruch- und Entsorgungsarbeiten – Erneuerung Spielplatz Holzmarktstraße/Ifflandstraße,Bezirksamt Mitte,966214.html,966214.txt,838
966199,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.966199.php,28.07.2020,Die Spandauer Ehrennadel 2020,Bezirksamt Spandau,966199.html,966199.txt,764
966177,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966177.php,28.07.2020,comX – Jugendstadtrat besucht auf Sommertour Hip-Hip-Workshop im Märkischen Viertel,Bezirksamt Reinickendorf,966177.html,966177.txt,824
966124,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966124.php,28.07.2020,Teilnehmer_innen für Qi Gong und Kalligraphie-Kurse gesucht,Bezirksamt Tempelhof-Schöneberg,966124.html,966124.txt,925
966180,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966180.php,28.07.2020,Draußen spielt die Musik... Der Bezirk unterstützt Kulturveranstalter,Bezirksamt Marzahn-Hellersdorf,966180.html,966180.txt,852
966102,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966102.php,28.07.2020,Gitarre spielen mit 50+!,Bezirksamt Tempelhof-Schöneberg,966102.html,966102.txt,788
966116,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966116.php,28.07.2020,Fotowettbewerb: „Echt Hellersdorf – Mittedrin statt jwd“,Bezirksamt Marzahn-Hellersdorf,966116.html,966116.txt,777
966055,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966055.php,28.07.2020,Städtepartnerschaftsverein Tempelhof-Schöneberg gegründet,Bezirksamt Tempelhof-Schöneberg,966055.html,966055.txt,989
966086,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966086.php,28.07.2020,Ausstellung im Gutshaus Steglitz: Hubert Scheibl - Shrinking Vienna vom 14.08. bis 29.11.2020; Pressevorbesichtigung ab 29.07.2020 möglich,Bezirksamt Steglitz-Zehlendorf,966086.html,966086.txt,1160
966083,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966083.php,28.07.2020,"Selbsthilfegruppe ""Angst & Panik"" hat freie Plätze",Bezirksamt Marzahn-Hellersdorf,966083.html,966083.txt,662
966070,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966070.php,28.07.2020,Ausstellung auf dem Steinplatz: Warum Saatgut und Biodiversität geschützt werden müssen,Bezirksamt Charlottenburg-Wilmersdorf,966070.html,966070.txt,1779
966068,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.966068.php,28.07.2020,So geht es nicht weiter!,Bezirksamt Spandau,966068.html,966068.txt,719
966066,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.966066.php,28.07.2020,Umweltstadträtin Herrmann eröffnet Fledermausjahr,Bezirksamt Friedrichshain-Kreuzberg,966066.html,966066.txt,1607
966032,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966032.php,28.07.2020,Freie Plätze im Fach Querflöte und Saxofon,Bezirksamt Marzahn-Hellersdorf,966032.html,966032.txt,582
964848,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.964848.php,28.07.2020,Qualifizierung des Grünzuges im Kosmosviertel,Bezirksamt Treptow-Köpenick,964848.html,964848.txt,1096
